Region,Product,Units_Sold,Revenue,Month,Year,Category_x,Category_y,Cost_Per_Unit,Disease,Cases,Profit,Profit_Margin,Revenue_per_Case
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Tick Fever,60.0,13092.082313410749,19.59,1113.97
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Leptospirosis,8.0,13092.082313410749,19.59,8354.76
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Distemper,34.0,13092.082313410749,19.59,1965.83
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Leptospirosis,38.0,13092.082313410749,19.59,1758.9
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Distemper,23.0,13092.082313410749,19.59,2906.0
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Parvovirus,67.0,13092.082313410749,19.59,997.58
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Ringworm,52.0,13092.082313410749,19.59,1285.35
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Rabies,75.0,13092.082313410749,19.59,891.17
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Parvovirus,66.0,13092.082313410749,19.59,1012.7
South,PawShield,154,66838.08231341075,Jul,2023,Medicine,Medicine,349,Tick Fever,23.0,13092.082313410749,19.59,2906.0
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Tick Fever,66.0,133716.8862738919,32.85,6167.1
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Rabies,12.0,133716.8862738919,32.85,33919.07
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Distemper,22.0,133716.8862738919,32.85,18501.31
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Rabies,100.0,133716.8862738919,32.85,4070.29
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Tick Fever,94.0,133716.8862738919,32.85,4330.09
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Tick Fever,38.0,133716.8862738919,32.85,10711.29
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Leptospirosis,74.0,133716.8862738919,32.85,5500.39
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Ringworm,59.0,133716.8862738919,32.85,6898.79
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Distemper,96.0,133716.8862738919,32.85,4239.88
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Tick Fever,28.0,133716.8862738919,32.85,14536.75
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Tick Fever,103.0,133716.8862738919,32.85,3951.74
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Rabies,50.0,133716.8862738919,32.85,8140.58
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Ringworm,113.0,133716.8862738919,32.85,3602.03
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Rabies,53.0,133716.8862738919,32.85,7679.79
East,MediPet,876,407028.8862738919,Aug,2023,Medicine,Supplement,312,Parvovirus,99.0,133716.8862738919,32.85,4111.4
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Parvovirus,9.0,53070.37580620489,27.63,21340.04
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Ringworm,17.0,53070.37580620489,27.63,11297.67
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Leptospirosis,9.0,53070.37580620489,27.63,21340.04
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Tick Fever,8.0,53070.37580620489,27.63,24007.55
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Leptospirosis,49.0,53070.37580620489,27.63,3919.6
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Ringworm,112.0,53070.37580620489,27.63,1714.82
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Rabies,73.0,53070.37580620489,27.63,2630.96
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Parvovirus,16.0,53070.37580620489,27.63,12003.77
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Leptospirosis,72.0,53070.37580620489,27.63,2667.51
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Parvovirus,7.0,53070.37580620489,27.63,27437.2
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Rabies,15.0,53070.37580620489,27.63,12804.03
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Distemper,75.0,53070.37580620489,27.63,2560.81
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Ringworm,103.0,53070.37580620489,27.63,1864.66
West,PetGuard,615,192060.3758062049,Jun,2024,Vaccine,Supplement,226,Ringworm,43.0,53070.37580620489,27.63,4466.52
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Parvovirus,48.0,132581.54224025487,30.87,8946.97
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Tick Fever,18.0,132581.54224025487,30.87,23858.59
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Parvovirus,18.0,132581.54224025487,30.87,23858.59
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Ringworm,90.0,132581.54224025487,30.87,4771.72
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Ringworm,111.0,132581.54224025487,30.87,3868.96
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Parvovirus,32.0,132581.54224025487,30.87,13420.45
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Parvovirus,21.0,132581.54224025487,30.87,20450.22
North,FurWell,841,429454.5422402549,Feb,2024,Vaccine,Medicine,353,Tick Fever,19.0,132581.54224025487,30.87,22602.87
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Rabies,96.0,38826.42066163485,19.49,2074.94
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Parvovirus,14.0,38826.42066163485,19.49,14228.17
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Tick Fever,50.0,38826.42066163485,19.49,3983.89
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Ringworm,54.0,38826.42066163485,19.49,3688.79
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Parvovirus,113.0,38826.42066163485,19.49,1762.78
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Tick Fever,53.0,38826.42066163485,19.49,3758.39
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Rabies,45.0,38826.42066163485,19.49,4426.54
West,MediPet,514,199194.42066163485,Mar,2024,Supplement,Supplement,312,Parvovirus,12.0,38826.42066163485,19.49,16599.54
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Ringworm,85.0,43333.341480852396,22.17,2299.19
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Distemper,53.0,43333.341480852396,22.17,3687.38
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Leptospirosis,34.0,43333.341480852396,22.17,5747.98
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Distemper,75.0,43333.341480852396,22.17,2605.75
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Tick Fever,44.0,43333.341480852396,22.17,4441.62
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Rabies,104.0,43333.341480852396,22.17,1879.15
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Tick Fever,72.0,43333.341480852396,22.17,2714.32
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Tick Fever,92.0,43333.341480852396,22.17,2124.25
East,PetGuard,673,195431.3414808524,Apr,2023,Vaccine,Supplement,226,Rabies,51.0,43333.341480852396,22.17,3831.99
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Rabies,100.0,113655.23323159473,30.01,3787.58
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Tick Fever,33.0,113655.23323159473,30.01,11477.52
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Leptospirosis,50.0,113655.23323159473,30.01,7575.16
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Parvovirus,34.0,113655.23323159473,30.01,11139.95
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Parvovirus,86.0,113655.23323159473,30.01,4404.17
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Rabies,7.0,113655.23323159473,30.01,54108.32
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Tick Fever,93.0,113655.23323159473,30.01,4072.67
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Ringworm,17.0,113655.23323159473,30.01,22279.9
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Tick Fever,63.0,113655.23323159473,30.01,6012.04
East,FurWell,751,378758.2332315947,Jan,2024,Vaccine,Medicine,353,Parvovirus,32.0,113655.23323159473,30.01,11836.19
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Ringworm,85.0,10972.021220023249,15.62,826.64
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Distemper,53.0,10972.021220023249,15.62,1325.74
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Leptospirosis,34.0,10972.021220023249,15.62,2066.59
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Distemper,75.0,10972.021220023249,15.62,936.85
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Tick Fever,44.0,10972.021220023249,15.62,1596.91
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Rabies,104.0,10972.021220023249,15.62,675.62
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Tick Fever,72.0,10972.021220023249,15.62,975.89
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Tick Fever,92.0,10972.021220023249,15.62,763.74
East,FurryVax,324,70264.02122002325,Apr,2023,Supplement,Vaccine,183,Rabies,51.0,10972.021220023249,15.62,1377.73
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Rabies,96.0,27237.497116750048,13.48,2104.19
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Parvovirus,14.0,27237.497116750048,13.48,14428.75
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Tick Fever,50.0,27237.497116750048,13.48,4040.05
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Ringworm,54.0,27237.497116750048,13.48,3740.79
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Parvovirus,113.0,27237.497116750048,13.48,1787.63
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Tick Fever,53.0,27237.497116750048,13.48,3811.37
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Rabies,45.0,27237.497116750048,13.48,4488.94
West,FurryVax,955,202002.49711675005,Mar,2024,Supplement,Vaccine,183,Parvovirus,12.0,27237.497116750048,13.48,16833.54
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Parvovirus,108.0,47676.98182466283,15.81,2793.01
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Parvovirus,12.0,47676.98182466283,15.81,25137.08
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Ringworm,53.0,47676.98182466283,15.81,5691.41
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Ringworm,32.0,47676.98182466283,15.81,9426.41
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Leptospirosis,51.0,47676.98182466283,15.81,5914.61
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Distemper,7.0,47676.98182466283,15.81,43092.14
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Tick Fever,92.0,47676.98182466283,15.81,3278.75
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Parvovirus,80.0,47676.98182466283,15.81,3770.56
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Tick Fever,70.0,47676.98182466283,15.81,4309.21
Central,MediPet,814,301644.9818246628,Jul,2024,Supplement,Supplement,312,Parvovirus,115.0,47676.98182466283,15.81,2623.0
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Distemper,6.0,24191.538348170885,25.98,15519.59
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Distemper,62.0,24191.538348170885,25.98,1501.9
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Leptospirosis,97.0,24191.538348170885,25.98,959.97
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Tick Fever,117.0,24191.538348170885,25.98,795.88
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Rabies,51.0,24191.538348170885,25.98,1825.83
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Rabies,110.0,24191.538348170885,25.98,846.52
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Rabies,15.0,24191.538348170885,25.98,6207.84
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Ringworm,16.0,24191.538348170885,25.98,5819.85
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Rabies,7.0,24191.538348170885,25.98,13302.51
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Ringworm,112.0,24191.538348170885,25.98,831.41
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Tick Fever,88.0,24191.538348170885,25.98,1058.15
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Leptospirosis,51.0,24191.538348170885,25.98,1825.83
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Distemper,50.0,24191.538348170885,25.98,1862.35
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Leptospirosis,32.0,24191.538348170885,25.98,2909.92
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Tick Fever,41.0,24191.538348170885,25.98,2271.16
South,CanineCare,143,93117.53834817089,Feb,2023,Vaccine,Antibiotic,482,Rabies,33.0,24191.538348170885,25.98,2821.74
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Distemper,63.0,49011.155489304365,32.82,2370.72
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Rabies,11.0,49011.155489304365,32.82,13577.74
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Tick Fever,27.0,49011.155489304365,32.82,5531.67
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Leptospirosis,103.0,49011.155489304365,32.82,1450.05
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Tick Fever,105.0,49011.155489304365,32.82,1422.43
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Distemper,54.0,49011.155489304365,32.82,2765.84
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Parvovirus,65.0,49011.155489304365,32.82,2297.77
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Rabies,24.0,49011.155489304365,32.82,6223.13
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Distemper,29.0,49011.155489304365,32.82,5150.18
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Ringworm,52.0,49011.155489304365,32.82,2872.21
West,PetGuard,444,149355.15548930436,Aug,2024,Supplement,Supplement,226,Leptospirosis,95.0,49011.155489304365,32.82,1572.16
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Leptospirosis,109.0,36751.04389903604,17.86,1888.06
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Distemper,22.0,36751.04389903604,17.86,9354.5
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Parvovirus,96.0,36751.04389903604,17.86,2143.74
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Distemper,87.0,36751.04389903604,17.86,2365.51
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Tick Fever,23.0,36751.04389903604,17.86,8947.78
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Tick Fever,109.0,36751.04389903604,17.86,1888.06
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Distemper,58.0,36751.04389903604,17.86,3548.26
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Rabies,63.0,36751.04389903604,17.86,3266.65
North,PetGuard,748,205799.04389903604,Jun,2024,Medicine,Supplement,226,Rabies,109.0,36751.04389903604,17.86,1888.06
South,CanineCare,53,36995.90695402002,Mar,2024,Medicine,Antibiotic,482,Parvovirus,6.0,11449.906954020022,30.95,6165.98
South,CanineCare,53,36995.90695402002,Mar,2024,Medicine,Antibiotic,482,Tick Fever,109.0,11449.906954020022,30.95,339.41
South,CanineCare,53,36995.90695402002,Mar,2024,Medicine,Antibiotic,482,Distemper,76.0,11449.906954020022,30.95,486.79
